backbone,substrate,method,seed,agent_idx,episode_k,posterior_entropy,posterior_parsed,theta_space_size
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150003,0,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150003,1,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150003,2,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,0,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,1,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_ftl,150004,2,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,0,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,1,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160003,2,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,0,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,1,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,atom_adaptive_hedge,160004,2,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,19,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,0,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,1,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170003,2,20,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,1,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,2,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,3,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,4,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,5,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,6,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,7,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,8,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,9,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,10,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,11,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,12,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,13,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,14,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,15,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,16,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,17,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,1,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,2,18,1.386294,0,4
DeepSeek-V3.2,hpspgg_c19,econ_bne,170004,0,19,1.386294,0,4
