method,backbone,substrate,seed,agent_idx,episode_k,theta_star,kl_to_truth,posterior_parsed
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,9,3,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,0,10,0,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,1,10,1,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,10,3,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,0,11,0,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,1,11,1,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,11,3,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,0,12,0,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,1,12,1,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,12,3,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,0,13,0,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,1,13,1,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,13,3,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,0,14,0,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,1,14,1,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,14,3,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,0,15,0,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,1,15,1,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,15,3,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,0,16,0,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,1,16,1,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,16,3,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,0,17,0,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,1,17,1,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,17,3,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,0,18,0,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,1,18,1,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,18,3,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,0,19,0,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,1,19,1,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,19,3,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,0,20,0,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,1,20,1,1.386294,0
atom_tom2,DeepSeek-V3.2,hpspgg_c19,140002,2,20,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,1,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,1,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,1,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,2,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,2,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,2,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,3,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,3,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,3,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,4,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,4,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,4,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,5,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,5,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,5,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,6,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,6,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,6,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,7,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,7,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,7,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,8,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,8,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,8,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,9,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,9,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,9,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,10,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,10,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,10,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,11,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,11,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,11,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,12,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,12,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,12,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,13,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,13,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,13,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,14,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,14,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,14,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,15,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,15,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,15,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,16,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,16,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,16,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,17,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,17,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,17,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,18,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,18,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,18,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,19,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,19,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,19,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,0,20,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,1,20,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150000,2,20,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,1,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,1,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,1,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,2,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,2,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,2,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,3,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,3,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,3,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,4,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,4,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,4,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,5,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,5,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,5,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,6,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,6,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,6,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,7,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,7,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,7,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,8,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,8,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,8,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,9,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,9,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,9,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,10,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,10,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,10,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,11,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,11,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,11,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,12,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,12,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,12,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,13,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,13,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,13,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,14,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,14,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,14,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,15,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,15,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,15,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,16,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,16,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,16,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,17,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,17,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,17,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,18,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,18,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,18,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,19,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,19,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,19,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,0,20,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,1,20,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150001,2,20,2,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,1,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,1,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,1,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,2,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,2,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,2,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,3,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,3,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,3,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,4,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,4,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,4,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,5,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,5,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,5,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,6,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,6,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,6,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,7,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,7,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,7,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,8,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,8,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,8,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,9,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,9,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,9,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,10,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,10,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,10,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,11,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,11,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,11,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,12,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,12,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,12,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,13,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,13,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,13,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,14,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,14,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,14,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,15,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,15,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,15,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,16,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,16,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,16,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,17,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,17,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,17,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,18,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,18,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,18,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,19,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,19,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,19,0,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,0,20,1,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,1,20,3,1.386294,0
atom_adaptive_ftl,DeepSeek-V3.2,hpspgg_c19,150002,2,20,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,1,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,1,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,1,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,2,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,2,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,2,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,3,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,3,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,3,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,4,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,4,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,4,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,5,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,5,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,5,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,6,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,6,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,6,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,7,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,7,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,7,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,8,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,8,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,8,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,9,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,9,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,9,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,10,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,10,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,10,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,11,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,11,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,11,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,12,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,12,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,12,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,13,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,13,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,13,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,14,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,14,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,14,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,15,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,15,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,15,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,16,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,16,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,16,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,17,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,17,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,17,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,18,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,18,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,18,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,19,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,19,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,19,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,0,20,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,1,20,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160000,2,20,3,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,0,1,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,1,1,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,2,1,2,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,0,2,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,1,2,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,2,2,2,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,0,3,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,1,3,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,2,3,2,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,0,4,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,1,4,0,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,2,4,2,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,0,5,1,1.386294,0
atom_adaptive_hedge,DeepSeek-V3.2,hpspgg_c19,160001,1,5,0,1.386294,0
