variant,seed,episode,cum_regret
minus_dispatch,3,13,3.1548533894366426
minus_dispatch,3,14,3.3132576540912093
minus_dispatch,3,15,3.471661918745776
minus_dispatch,3,16,3.6300661834003427
minus_dispatch,3,17,3.7884704480549094
minus_dispatch,3,18,3.946874712709476
minus_dispatch,3,19,4.105278977364042
minus_dispatch,3,20,4.263683242018609
minus_dispatch,4,1,0.3688214855866625
minus_dispatch,4,2,0.6642372263619756
minus_dispatch,4,3,1.033058711948638
minus_dispatch,4,4,1.346694872386286
minus_dispatch,4,5,1.642110613161599
minus_dispatch,4,6,2.066919499535365
minus_dispatch,4,7,2.380555659973013
minus_dispatch,4,8,2.7493771455596754
minus_dispatch,4,9,3.0630133059973232
minus_dispatch,4,10,3.376649466434971
minus_dispatch,4,11,3.690285626872619
minus_dispatch,4,12,4.003921787310267
minus_dispatch,4,13,4.317557947747915
minus_dispatch,4,14,4.686379433334578
minus_dispatch,4,15,5.0000155937722255
minus_dispatch,4,16,5.368837079358888
minus_dispatch,4,17,5.737658564945551
minus_dispatch,4,18,6.051294725383199
minus_dispatch,4,19,6.364930885820847
minus_dispatch,4,20,6.73375237140751
minus_dispatch,5,1,0.7006946966965961
minus_dispatch,5,2,0.8840705336530659
minus_dispatch,5,3,1.3050086551187654
minus_dispatch,5,4,1.4523981465757245
minus_dispatch,5,5,1.781021641425149
minus_dispatch,5,6,2.2019597628908487
minus_dispatch,5,7,2.530583257740273
minus_dispatch,5,8,2.8592067525896976
minus_dispatch,5,9,3.187830247439122
minus_dispatch,5,10,3.6087683689048218
minus_dispatch,5,11,3.936966318840201
minus_dispatch,5,12,4.26516426877558
minus_dispatch,5,13,4.593787763625004
minus_dispatch,5,14,4.922411258474428
minus_dispatch,5,15,5.251034753323852
minus_dispatch,5,16,5.5792327032592315
minus_dispatch,5,17,5.9078561981086555
minus_dispatch,5,18,6.2364796929580795
minus_dispatch,5,19,6.5651031878075035
minus_dispatch,5,20,6.893301137742883
minus_dispatch,6,1,0.2715244587866017
minus_dispatch,6,2,1.005642236082499
minus_dispatch,6,3,1.5040568979630389
minus_dispatch,6,4,2.0024715598435785
minus_dispatch,6,5,2.3485562383154597
minus_dispatch,6,6,2.685656716010219
minus_dispatch,6,7,3.1833410527032653
minus_dispatch,6,8,3.6817557145838054
minus_dispatch,6,9,4.018856192278565
minus_dispatch,6,10,4.464366369967227
minus_dispatch,6,11,4.962050706660273
minus_dispatch,6,12,5.299151184355033
minus_dispatch,6,13,5.636251662049792
minus_dispatch,6,14,5.973352139744552
minus_dispatch,6,15,6.310452617439312
minus_dispatch,6,16,6.6475530951340716
minus_dispatch,6,17,6.993637773605952
minus_dispatch,6,18,7.330738251300712
minus_dispatch,6,19,7.667838728995472
minus_dispatch,6,20,8.004939206690231
minus_dispatch,7,1,0.24620384566425924
minus_dispatch,7,2,0.694749713842508
minus_dispatch,7,3,1.0358117233720272
minus_dispatch,7,4,1.2665716633124828
minus_dispatch,7,5,1.6540246972848474
minus_dispatch,7,6,2.0414777312572117
minus_dispatch,7,7,2.428930765229576
minus_dispatch,7,8,2.8163837992019403
minus_dispatch,7,9,3.2038368331743046
minus_dispatch,7,10,3.661190620809629
minus_dispatch,7,11,4.118544408444953
minus_dispatch,7,12,4.505997442417318
minus_dispatch,7,13,4.861752148691164
minus_dispatch,7,14,5.249205182663529
minus_dispatch,7,15,5.706558970298853
minus_dispatch,7,16,6.1639127579341775
minus_dispatch,7,17,6.551365791906542
minus_dispatch,7,18,6.938818825878906
minus_dispatch,7,19,7.32627185985127
minus_dispatch,7,20,7.713724893823635
minus_dispatch,8,1,0.11731752108733673
minus_dispatch,8,2,0.1859155980331657
minus_dispatch,8,3,0.6935657391110968
minus_dispatch,8,4,1.0131836600369661
minus_dispatch,8,5,1.4186738750635997
minus_dispatch,8,6,1.738291795989469
minus_dispatch,8,7,1.8556093170768058
minus_dispatch,8,8,2.175227238002675
minus_dispatch,8,9,2.4948451589285443
minus_dispatch,8,10,2.8144630798544137
minus_dispatch,8,11,3.134081000780283
minus_dispatch,8,12,3.4536989217061524
minus_dispatch,8,13,3.773316842632022
minus_dispatch,8,14,4.092934763557891
minus_dispatch,8,15,4.41255268448376
minus_dispatch,8,16,4.73217060540963
minus_dispatch,8,17,5.0517885263355
minus_dispatch,8,18,5.37140644726137
minus_dispatch,8,19,5.6910243681872394
minus_dispatch,8,20,6.010642289113109
minus_dispatch,9,1,0.47491430611544516
minus_dispatch,9,2,0.7003508778057438
minus_dispatch,9,3,0.9952832613552703
minus_dispatch,9,4,1.2207198330455689
minus_dispatch,9,5,1.4461564047358675
minus_dispatch,9,6,1.741088788285394
minus_dispatch,9,7,2.0360211718349204
minus_dispatch,9,8,2.2213368692402415
minus_dispatch,9,9,2.516269252789768
minus_dispatch,9,10,2.8112016363392947
minus_dispatch,9,11,3.106134019888821
minus_dispatch,9,12,3.4010664034383478
minus_dispatch,9,13,3.6959987869878743
minus_dispatch,9,14,3.990931170537401
minus_dispatch,9,15,4.285863554086927
minus_dispatch,9,16,4.580795937636454
minus_dispatch,9,17,4.8757283211859805
minus_dispatch,9,18,5.170660704735507
minus_dispatch,9,19,5.465593088285034
minus_dispatch,9,20,5.76052547183456
